winSize,hiddenLayers,neurons,function,learning_rate,batchSize,epochs,r2,mae,rmse
20,4,1024,tanh,0.00023299026787893676,64,epochs,0.9318026304244995,0.18278054893016815,0.26554086804389954
20,7,256,relu,0.0001382110797362386,64,epochs,0.920257031917572,0.19457077980041504,0.28714004158973694
30,5,512,tanh,0.0016373656871497666,64,epochs,0.8902840614318848,0.2321237027645111,0.32394251227378845
30,5,256,tanh,0.00014233621561617171,128,epochs,0.8825603127479553,0.23711208999156952,0.3351510167121887
20,7,1024,relu,0.002881865088879283,128,epochs,0.903732419013977,0.21085350215435028,0.3154914081096649
30,5,1024,relu,0.00011714845774048124,64,epochs,0.941323459148407,0.146020770072937,0.23690009117126465
20,7,512,tanh,0.0008985177613476126,128,epochs,0.9307472705841064,0.1601981222629547,0.26758766174316406
20,5,1024,relu,0.00017583435822440173,128,epochs,0.9359118342399597,0.1636800467967987,0.2574165165424347
30,4,256,relu,0.0016127561294706158,128,epochs,0.9192684888839722,0.1851014792919159,0.2778783142566681
30,5,1024,tanh,0.00039214605611716003,128,epochs,0.9424338936805725,0.14800040423870087,0.23464776575565338
30,7,1024,tanh,0.00034913602702209615,64,epochs,0.8431005477905273,0.2770272493362427,0.38738587498664856
20,7,1024,relu,0.0003777034637021468,128,epochs,0.9334745407104492,0.14624881744384766,0.26226574182510376
30,6,256,tanh,0.0004488982124451339,128,epochs,0.9271379113197327,0.17817239463329315,0.26398777961730957
20,4,1024,tanh,0.0018302230570134749,64,epochs,0.787918210029602,0.34425029158592224,0.4682731628417969
20,6,512,relu,0.0001471640014551907,128,epochs,0.9126983284950256,0.2131654918193817,0.3004407584667206
20,4,1024,tanh,0.001675077403574111,64,epochs,0.8686344027519226,0.27272698283195496,0.36854317784309387
30,7,256,relu,0.0011733388731014654,128,epochs,0.9304980039596558,0.13189855217933655,0.257828950881958
20,5,256,tanh,0.000107535383934699,64,epochs,0.8992472887039185,0.2350173443555832,0.32275721430778503
20,5,256,relu,0.0019473907391512042,64,epochs,0.9239322543144226,0.17309847474098206,0.28044506907463074
20,7,256,tanh,0.0016264679007164016,64,epochs,0.775671124458313,0.34576359391212463,0.48160406947135925
20,4,256,tanh,0.0012368595385676816,64,epochs,0.9236258268356323,0.18767794966697693,0.2810094654560089
20,7,256,tanh,0.0004942447929991006,64,epochs,0.9353114366531372,0.17250032722949982,0.2586195766925812
20,4,256,relu,0.00040702500183461773,128,epochs,0.9078829884529114,0.21777097880840302,0.3086153566837311
20,7,256,tanh,0.00024992205732047104,128,epochs,0.9264131188392639,0.19188930094242096,0.27583402395248413
30,5,256,tanh,0.00021210521550710335,64,epochs,0.9139922857284546,0.20123018324375153,0.28681495785713196
20,4,1024,tanh,0.0005679048457296078,64,epochs,0.9140989184379578,0.20954211056232452,0.2980210483074188
20,4,1024,relu,0.00040333260093583734,64,epochs,0.9486274719238281,0.1309344321489334,0.23046930134296417
30,6,512,relu,0.0010106224982015083,128,epochs,0.9263663291931152,0.14127442240715027,0.26538190245628357
30,6,256,relu,0.0004868871177089932,64,epochs,0.9412563443183899,0.12809747457504272,0.23703555762767792
20,5,512,tanh,0.00017243294615643112,128,epochs,0.9218440651893616,0.20208586752414703,0.28426843881607056
30,4,256,tanh,0.00014898515791941203,64,epochs,0.910959780216217,0.2022092044353485,0.2918274700641632
20,6,256,tanh,0.0005729458619847018,128,epochs,0.930726170539856,0.1828533411026001,0.26762843132019043
30,4,256,tanh,0.0014344282657994764,128,epochs,0.925402045249939,0.18146875500679016,0.26711392402648926
30,4,256,relu,0.0026156305944707594,64,epochs,0.9122464060783386,0.19023047387599945,0.2897113263607025
20,7,256,relu,0.000289993006739447,64,epochs,0.9405001997947693,0.13973793387413025,0.2480306625366211
30,5,256,relu,0.0029127891580059276,64,epochs,0.9177109003067017,0.18682026863098145,0.2805461287498474
30,7,1024,relu,0.0002513093022666888,64,epochs,0.9392621517181396,0.11305231600999832,0.24102535843849182
30,6,512,relu,0.0002159659682770493,64,epochs,0.9417911767959595,0.12944245338439941,0.2359541356563568
30,7,1024,tanh,0.002563632156731328,64,epochs,0.16383123397827148,0.6968468427658081,0.8942934274673462
30,6,1024,tanh,0.00045143042498626434,64,epochs,0.8262379169464111,0.29015570878982544,0.407671719789505
30,4,1024,relu,0.0003518294647978049,64,epochs,0.9502534866333008,0.12433961033821106,0.218129500746727
20,6,1024,tanh,0.0010007817018017205,128,epochs,0.8069601058959961,0.31896457076072693,0.4467567205429077
30,5,1024,tanh,0.00040654886518256113,64,epochs,0.9281020164489746,0.17737163603305817,0.2622354328632355
30,7,512,tanh,0.0010314325904009624,128,epochs,0.86623615026474,0.2461339384317398,0.35768643021583557
30,4,256,tanh,0.00021725060722567965,64,epochs,0.9109028577804565,0.2039434313774109,0.2919207811355591
