winSize,hiddenLayers,neurons,function,learning_rate,batchSize,epochs,r2,mae,rmse
20,6,128,tanh,2.1971763318198837e-05,512,epochs,0.7153451442718506,0.3792870044708252,0.5425089597702026
30,4,256,tanh,0.003439960121998897,128,epochs,0.9052202701568604,0.20673607289791107,0.3010861873626709
30,8,64,sigmoid,2.5225704787944602e-05,64,epochs,0.5740000605583191,0.47363707423210144,0.6383190751075745
20,8,128,sigmoid,0.00014162172779726823,128,epochs,0.6003355979919434,0.4312936067581177,0.6428288221359253
10,7,256,relu,3.641629343823412e-05,512,epochs,0.7772786617279053,0.3086777627468109,0.4666176438331604
20,8,512,tanh,0.0011326350883517297,512,epochs,0.9266359806060791,0.17425231635570526,0.27541598677635193
10,6,64,tanh,4.726397565463036e-05,256,epochs,0.7005593180656433,0.3822169899940491,0.5410478115081787
20,8,64,sigmoid,2.200999551602343e-05,256,epochs,0.4656286835670471,0.5429987907409668,0.7433086037635803
20,4,128,tanh,0.004211429537828507,64,epochs,0.8776844143867493,0.24386191368103027,0.35562190413475037
10,7,64,relu,4.2622066541956135e-05,256,epochs,0.7316060066223145,0.3632887303829193,0.5122318863868713
10,10,128,relu,0.0005131248345307417,256,epochs,0.8633624315261841,0.24956241250038147,0.3654814660549164
30,10,64,relu,0.007732429783878365,512,epochs,0.8743333220481873,0.23498257994651794,0.3466914892196655
30,6,128,sigmoid,0.0001506961825644726,128,epochs,0.7964048385620117,0.3193686008453369,0.44128257036209106
10,9,64,tanh,0.00035224141434318557,256,epochs,0.8352134823799133,0.28448569774627686,0.4013664722442627
30,4,512,sigmoid,0.0009827237737464996,256,epochs,0.887478232383728,0.2287626415491104,0.32805854082107544
10,7,128,tanh,6.391613640868384e-05,256,epochs,0.7810828685760498,0.33018338680267334,0.462615430355072
20,9,64,relu,1.989409675249165e-05,512,epochs,0.7001844048500061,0.3983667194843292,0.556768536567688
30,5,256,relu,0.004200201326876116,256,epochs,0.907019853591919,0.19525711238384247,0.2982140779495239
30,9,128,relu,0.00015453423294444933,256,epochs,0.8483009338378906,0.26617172360420227,0.3809119164943695
10,7,64,relu,0.000604002158329334,512,epochs,0.813807487487793,0.3017415404319763,0.4266397953033447
30,5,512,relu,4.8622871407085816e-05,64,epochs,0.9049057960510254,0.21100863814353943,0.30158525705337524
20,5,512,relu,0.0008408692008713222,128,epochs,0.9381715059280396,0.12725830078125,0.2528377175331116
10,7,256,sigmoid,4.3567872622577954e-05,128,epochs,0.5101680159568787,0.49506035447120667,0.6919963955879211
10,5,64,sigmoid,0.001548914504636303,256,epochs,0.7621511816978455,0.3500598073005676,0.4822039306163788
30,4,128,sigmoid,0.000635326814215936,256,epochs,0.8486831784248352,0.2726707458496094,0.3804317116737366
30,6,128,sigmoid,0.0006618820586505421,128,epochs,0.8648128509521484,0.25597870349884033,0.35958433151245117
10,7,512,relu,5.2874377430984214e-05,64,epochs,0.8937115669250488,0.2193204015493393,0.3223467469215393
30,7,256,sigmoid,0.0011189898495047282,512,epochs,0.8584635853767395,0.258953720331192,0.36793166399002075
10,4,512,sigmoid,7.235414240149311e-05,512,epochs,0.5847852230072021,0.442775696516037,0.6371132731437683
30,8,128,tanh,1.7815221292755897e-05,64,epochs,0.8183988332748413,0.3031465411186218,0.41676613688468933
30,10,64,tanh,0.0012474629183968195,128,epochs,0.8956624269485474,0.19435618817806244,0.3159027099609375
30,9,128,relu,1.0914275564279471e-05,128,epochs,0.7923792600631714,0.3181910216808319,0.44562384486198425
20,5,256,relu,0.0017755346508024582,256,epochs,0.9340428709983826,0.1592482477426529,0.2611430287361145
20,10,512,tanh,0.0003728744573593982,256,epochs,0.9246805310249329,0.1696428656578064,0.27906227111816406
30,5,256,relu,5.825701699038735e-05,64,epochs,0.8700189590454102,0.25209999084472656,0.35259246826171875
30,8,64,relu,0.003767619425087148,64,epochs,0.8704975843429565,0.24157917499542236,0.3519427478313446
10,8,512,relu,9.234343882148286e-05,512,epochs,0.8611440658569336,0.25723040103912354,0.36843636631965637
30,9,64,relu,4.672563184888949e-05,64,epochs,0.8367232084274292,0.28345727920532227,0.39518028497695923
10,8,512,relu,0.00012786688267937436,256,epochs,0.8908227682113647,0.21877582371234894,0.32669785618782043
20,10,128,sigmoid,0.0050272431575543175,128,epochs,-0.024590730667114258,0.7920763492584229,1.0292545557022095
10,6,64,sigmoid,0.00013453165701760448,256,epochs,0.5192826390266418,0.489637166261673,0.6855279207229614
10,9,256,relu,1.3542560895394509e-05,128,epochs,0.7891227602958679,0.3216013014316559,0.4540410339832306
30,4,128,sigmoid,0.002883292323363599,64,epochs,0.8584139347076416,0.26039302349090576,0.3679961562156677
